id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,natural_log,log_base2,log_base10
1141,531382110,60,3,50.0,8480,0,3,4,4,5,1,5,7,7,1,2.0,6,5,1993,1994,2,8,11,11,3.0,120.0,4,3,4,4.0,3.0,1.0,6.0,602.0,1.0,0.0,284.0,886.0,5,5,1,5,886,794,0,1680,0.0,1.0,2,1,3,1,4,7,8,0,0.0,5.0,1993.0,2.0,2.0,474.0,3.0,3.0,3,144,96,0,0,0,0,0.0,0,10,2008,10,163000,12.0015054797889,17.314512438893164,5.212187604403958
2118,906475110,60,3,0.0,12205,0,3,1,4,5,1,24,7,7,1,2.0,6,8,1966,2007,2,8,11,11,3.0,157.0,3,3,5,3.0,2.0,4.0,2.0,568.0,1.0,0.0,264.0,832.0,5,4,1,5,976,1111,0,2087,0.0,0.0,2,1,5,1,4,9,8,0,0.0,5.0,1966.0,3.0,2.0,444.0,3.0,3.0,3,133,168,0,0,0,0,0.0,0,7,2007,10,187500,12.141534124392603,17.516531070045332,5.273001272063738
870,907275010,20,3,90.0,15750,0,4,4,4,1,1,23,8,7,1,1.0,8,5,1999,2000,2,8,3,3,3.0,260.0,4,3,4,4.0,3.0,4.0,6.0,1246.0,1.0,0.0,216.0,1462.0,5,5,1,5,1513,0,0,1513,1.0,0.0,2,0,2,1,4,5,8,1,3.0,5.0,1999.0,3.0,2.0,521.0,3.0,3.0,3,135,34,0,0,0,0,0.0,0,6,2009,10,220000,12.301382825334498,17.747143998186747,5.342422680822207
1875,534201040,20,3,70.0,8050,0,4,4,4,5,1,9,7,7,1,1.0,5,6,1967,1993,2,8,9,9,0.0,0.0,3,3,5,3.0,3.0,1.0,5.0,474.0,4.0,38.0,437.0,949.0,5,3,1,5,1107,0,0,1107,1.0,0.0,1,0,3,1,4,5,8,0,0.0,5.0,1967.0,2.0,1.0,308.0,3.0,3.0,3,88,64,0,0,0,0,0.0,0,3,2007,10,127000,11.751942365440728,16.954468971434252,5.103803720955957
1318,902328040,75,2,35.0,6300,0,4,4,4,5,1,8,7,7,1,2.25,6,6,1914,2001,2,8,2,1,0.0,0.0,3,3,5,3.0,3.0,1.0,1.0,0.0,1.0,0.0,742.0,742.0,5,5,1,5,742,742,0,1484,0.0,0.0,2,0,3,1,3,9,8,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,291,134,0,0,0,0.0,0,6,2008,10,128000,11.759785542901755,16.96578428466209,5.107209969647869
1285,902100030,30,2,30.0,5232,0,1,3,4,5,1,8,9,7,1,1.0,5,5,1925,2004,2,8,2,2,0.0,0.0,3,3,6,2.0,3.0,1.0,1.0,0.0,1.0,0.0,680.0,680.0,5,4,0,2,764,0,0,764,0.0,0.0,1,0,2,1,3,4,8,0,0.0,1.0,1965.0,1.0,2.0,504.0,3.0,3.0,1,0,0,0,0,0,0,0.0,0,6,2008,10,73000,11.198214720130528,16.155608843542105,4.863322860120456
2400,528164040,20,3,72.0,11846,0,3,2,4,5,1,10,7,7,1,1.0,9,5,2003,2004,4,8,3,3,3.0,562.0,4,3,4,5.0,3.0,4.0,6.0,1567.0,1.0,0.0,225.0,1792.0,5,5,1,5,1792,0,0,1792,1.0,0.0,2,0,2,1,5,6,8,1,4.0,5.0,2003.0,3.0,3.0,874.0,3.0,3.0,3,206,49,0,0,0,0,0.0,0,8,2006,10,374000,12.832011076396668,18.512678744549724,5.57287160220048
1068,528178070,60,3,130.0,16900,0,4,4,4,5,1,10,7,7,1,2.0,8,5,2001,2002,2,8,3,3,3.0,1110.0,4,3,4,5.0,3.0,2.0,6.0,1075.0,1.0,0.0,404.0,1479.0,5,5,1,5,1515,1134,0,2649,1.0,0.0,2,1,4,1,4,10,8,1,3.0,5.0,2001.0,3.0,3.0,746.0,3.0,3.0,3,0,60,0,0,0,0,0.0,0,1,2008,10,421250,12.950981760648709,18.684317160731307,5.624539913879395
361,527164060,60,3,0.0,9636,0,3,4,4,4,1,20,7,7,1,2.0,6,5,1992,1993,2,8,3,3,0.0,0.0,3,3,4,4.0,3.0,1.0,1.0,0.0,1.0,0.0,808.0,808.0,5,4,1,5,808,785,0,1593,0.0,0.0,2,1,3,1,3,7,8,1,3.0,3.0,1993.0,2.0,2.0,389.0,3.0,3.0,3,342,40,0,0,0,0,3.0,0,12,2009,10,178000,12.089538829274222,17.441517715628486,5.250420002308894
1493,908128050,85,3,90.0,10012,0,4,4,4,5,1,21,7,7,1,3.0,4,5,1972,1972,2,8,7,7,0.0,0.0,3,3,5,4.0,3.0,3.0,4.0,920.0,3.0,180.0,38.0,1138.0,5,3,1,5,1181,0,0,1181,1.0,0.0,2,0,3,1,3,6,8,0,0.0,1.0,1974.0,2.0,2.0,588.0,3.0,3.0,3,0,0,180,0,0,0,3.0,0,4,2008,10,137500,11.831379196088763,17.06907209307411,5.138302698166282
1110,528390020,20,3,91.0,14303,0,3,4,4,4,1,12,7,7,1,1.0,8,5,1994,1994,4,8,11,11,3.0,554.0,4,3,4,4.0,3.0,4.0,6.0,1314.0,1.0,0.0,672.0,1986.0,5,5,1,5,1987,0,0,1987,1.0,0.0,2,0,2,1,4,7,8,1,3.0,5.0,1994.0,3.0,2.0,691.0,3.0,3.0,3,262,36,0,0,0,0,0.0,0,8,2008,10,301500,12.616525295149378,18.20179847656217,5.47928731647617
911,909250080,70,3,43.0,5707,0,4,3,4,5,1,7,8,7,1,2.0,6,6,1935,1950,2,8,2,2,0.0,0.0,3,3,6,3.0,3.0,1.0,1.0,0.0,1.0,0.0,583.0,583.0,5,4,1,3,647,595,0,1242,0.0,0.0,1,1,3,1,3,6,8,1,4.0,1.0,1926.0,1.0,1.0,180.0,2.0,3.0,3,329,96,0,0,0,0,0.0,0,3,2009,10,105000,11.56171562913966,16.68002980232821,5.021189299069938
2535,534201260,20,3,78.0,9360,0,4,4,4,5,1,9,8,7,1,1.0,6,7,1968,2004,4,8,11,11,3.0,203.0,3,3,5,3.0,3.0,3.0,5.0,760.0,1.0,0.0,216.0,976.0,5,3,1,5,976,0,0,976,1.0,0.0,1,0,2,1,4,4,8,1,2.0,5.0,1968.0,2.0,2.0,504.0,3.0,3.0,3,94,0,0,0,0,0,0.0,0,8,2006,10,157500,11.967180737247824,17.264992303049365,5.19728055812562
2030,903430050,50,2,40.0,5680,0,4,4,4,5,1,8,7,7,1,1.5,5,3,1901,1950,2,8,17,17,0.0,0.0,3,3,5,3.0,3.0,1.0,1.0,0.0,1.0,0.0,969.0,969.0,5,3,0,4,969,245,0,1214,0.0,0.0,1,0,2,1,3,6,8,0,0.0,1.0,1920.0,1.0,1.0,216.0,3.0,3.0,1,0,0,77,0,0,0,3.0,0,9,2007,10,117000,11.669929213779893,16.83614900424549,5.068185861746161
2634,535478090,20,3,70.0,7000,0,4,4,4,5,1,9,9,7,1,1.0,5,6,1962,1962,2,8,2,2,0.0,0.0,3,3,5,3.0,3.0,1.0,4.0,468.0,1.0,0.0,396.0,864.0,5,4,1,5,864,0,0,864,0.0,1.0,1,0,3,1,3,5,8,0,0.0,5.0,1962.0,1.0,1.0,336.0,3.0,3.0,3,0,0,0,0,0,0,2.0,0,2,2006,10,105000,11.56171562913966,16.68002980232821,5.021189299069938
1530,909256060,50,3,51.0,10480,0,4,4,4,5,1,7,7,7,1,1.5,6,5,1936,1950,2,8,9,9,0.0,0.0,3,3,6,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1064.0,1064.0,5,5,1,4,1166,0,473,1639,0.0,0.0,1,0,3,1,3,6,3,0,0.0,1.0,1936.0,1.0,1.0,240.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0,3,2008,10,115000,11.652687407345388,16.811274335606463,5.060697840353612
435,528112040,20,3,95.0,11578,0,4,4,4,5,1,10,7,7,1,1.0,9,5,2008,2008,2,8,3,3,1.0,302.0,5,3,4,5.0,3.0,1.0,1.0,0.0,1.0,0.0,1736.0,1736.0,5,5,1,5,1736,0,0,1736,0.0,0.0,2,0,3,1,5,7,8,1,4.0,5.0,2008.0,2.0,3.0,834.0,3.0,3.0,3,319,90,0,0,0,0,0.0,0,7,2009,10,360000,12.793859310432293,18.457637380991763,5.556302500767287
1202,534251280,60,3,0.0,9130,0,4,4,4,5,1,9,8,7,1,2.0,6,8,1966,2000,4,8,11,11,3.0,252.0,3,3,5,3.0,3.0,1.0,6.0,400.0,3.0,64.0,336.0,800.0,5,4,1,5,800,832,0,1632,0.0,1.0,1,1,4,1,4,7,8,0,0.0,5.0,1966.0,1.0,2.0,484.0,3.0,3.0,3,0,40,0,0,0,0,0.0,0,7,2008,10,173000,12.061046873479915,17.40041251229881,5.238046103128795
666,535383120,30,3,60.0,10800,0,4,4,4,4,1,8,7,7,1,1.0,3,5,1890,1998,2,8,3,3,0.0,0.0,3,3,6,3.0,3.0,1.0,1.0,0.0,1.0,0.0,630.0,630.0,5,3,1,4,725,0,0,725,0.0,0.0,1,1,1,1,3,4,8,0,0.0,1.0,1959.0,1.0,1.0,320.0,3.0,3.0,3,0,30,0,0,0,0,0.0,0,11,2009,10,78500,11.2708539037705,16.260405033553713,4.894869656745253
1751,528240020,60,3,62.0,8244,0,3,4,4,5,1,20,7,7,1,2.0,7,5,2004,2004,2,8,3,3,0.0,0.0,4,3,4,4.0,3.0,1.0,1.0,0.0,1.0,0.0,840.0,840.0,5,5,1,5,840,880,0,1720,0.0,0.0,2,1,3,1,4,7,8,1,4.0,5.0,2004.0,3.0,2.0,440.0,3.0,3.0,3,100,48,0,0,0,0,0.0,0,5,2007,10,183500,12.119969946476761,17.4854205375053,5.2636360685881085
705,902135020,20,2,60.0,6000,0,4,3,4,5,2,8,7,7,2,1.0,4,4,1953,1953,2,8,9,9,0.0,0.0,2,3,5,2.0,3.0,1.0,1.0,0.0,1.0,0.0,936.0,936.0,5,3,0,5,936,0,0,936,0.0,0.0,1,0,2,1,3,4,6,0,0.0,1.0,1974.0,1.0,2.0,576.0,3.0,3.0,3,0,32,112,0,0,0,0.0,0,2,2009,10,93000,11.440354772135393,16.50494309577012,4.968482948553935
1744,528228375,120,3,0.0,3621,0,4,4,4,5,1,28,7,7,5,1.0,8,5,2003,2003,4,8,3,3,3.0,72.0,4,3,4,4.0,3.0,4.0,6.0,1084.0,1.0,0.0,322.0,1406.0,5,5,1,5,1589,0,0,1589,1.0,0.0,2,0,2,1,4,7,8,1,3.0,5.0,2003.0,3.0,3.0,630.0,3.0,3.0,3,143,20,0,0,0,0,0.0,0,11,2007,10,226500,12.330500223905226,17.789151524708323,5.355068206348851
357,527163040,60,3,59.0,7837,0,3,4,4,5,1,20,7,7,1,2.0,6,7,1993,1994,2,8,3,3,0.0,0.0,4,3,4,4.0,3.0,1.0,1.0,0.0,1.0,0.0,799.0,799.0,5,4,1,5,799,772,0,1571,0.0,0.0,2,1,3,1,3,7,8,1,3.0,5.0,1993.0,2.0,2.0,380.0,3.0,3.0,3,0,40,0,0,0,0,0.0,0,5,2009,10,178000,12.089538829274222,17.441517715628486,5.250420002308894
2133,907192120,20,3,72.0,10665,0,3,4,4,5,1,23,7,7,1,1.0,7,5,2003,2003,2,8,3,3,3.0,167.0,4,3,4,4.0,3.0,3.0,6.0,1013.0,1.0,0.0,440.0,1453.0,5,5,1,5,1479,0,0,1479,1.0,0.0,2,0,3,1,4,7,8,0,0.0,5.0,2003.0,2.0,2.0,558.0,3.0,3.0,3,144,29,0,0,0,0,0.0,0,6,2007,10,226000,12.328290278254423,17.785963247077273,5.354108439147401
989,924100060,60,3,70.0,10457,0,3,4,4,5,2,14,7,7,1,2.0,5,7,1969,1969,2,8,3,3,3.0,178.0,4,5,5,3.0,3.0,4.0,4.0,496.0,2.0,288.0,0.0,784.0,5,5,1,5,784,848,0,1632,0.0,0.0,1,1,4,1,3,7,8,1,3.0,5.0,1969.0,2.0,2.0,898.0,3.0,3.0,3,0,173,368,0,0,0,3.0,0,4,2009,10,173000,12.061046873479915,17.40041251229881,5.238046103128795
562,532378120,20,3,60.0,8281,0,3,4,4,5,1,6,7,7,1,1.0,5,5,1965,1965,2,8,9,9,0.0,0.0,3,3,5,3.0,3.0,1.0,3.0,553.0,4.0,311.0,0.0,864.0,5,4,1,5,864,0,0,864,0.0,0.0,1,0,3,1,3,5,8,1,1.0,1.0,1965.0,1.0,1.0,360.0,3.0,3.0,3,0,0,236,0,0,0,2.0,0,12,2009,10,62383,11.041048081342682,15.928865313169693,4.7950662561556125
1054,528104080,60,3,67.0,14948,0,3,4,4,5,1,10,7,7,1,2.0,9,5,2008,2008,4,8,3,3,1.0,268.0,5,3,4,5.0,3.0,3.0,6.0,1330.0,1.0,0.0,122.0,1452.0,5,5,1,5,1476,1237,0,2713,1.0,0.0,2,1,3,1,5,11,8,1,4.0,5.0,2008.0,3.0,3.0,858.0,3.0,3.0,3,126,66,0,0,0,0,0.0,0,11,2008,7,446261,13.008659261632127,18.767528205370954,5.649588934286463
2850,909250070,70,3,43.0,7000,0,4,4,4,5,1,7,8,7,1,2.0,7,8,1926,1997,2,8,2,4,0.0,0.0,3,3,6,3.0,3.0,1.0,5.0,424.0,1.0,0.0,200.0,624.0,5,5,1,5,743,736,0,1479,1.0,0.0,1,0,3,1,4,6,8,2,4.0,1.0,1926.0,1.0,1.0,312.0,3.0,3.0,3,530,0,56,0,0,0,3.0,0,5,2006,10,160000,11.982929094215963,17.28771237954945,5.204119982655925
1082,528228405,120,2,0.0,3940,0,4,4,4,5,1,28,7,7,5,1.0,7,5,2004,2004,4,8,3,3,3.0,24.0,4,3,4,4.0,3.0,1.0,6.0,1087.0,1.0,0.0,306.0,1393.0,5,5,1,5,1576,0,0,1576,1.0,0.0,2,0,2,1,4,7,8,1,3.0,5.0,2004.0,2.0,3.0,668.0,3.0,3.0,3,143,20,0,0,0,0,0.0,0,5,2008,10,219990,12.301337369755954,17.747078419649,5.342402939715273
1440,907187080,20,3,93.0,9382,0,3,4,4,3,1,23,7,7,1,1.0,7,5,1999,2000,2,8,3,3,3.0,125.0,4,3,4,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1468.0,1468.0,5,5,1,5,1479,0,0,1479,0.0,0.0,2,0,3,1,4,6,8,0,0.0,5.0,1999.0,2.0,2.0,577.0,3.0,3.0,3,120,25,0,0,0,0,0.0,0,7,2008,10,191000,12.160028707028767,17.543213112697835,5.281033367247727
2006,903201090,40,3,55.0,6854,0,4,3,4,5,2,25,7,7,1,1.0,5,7,1925,1994,2,8,9,9,0.0,0.0,3,4,4,3.0,3.0,1.0,2.0,317.0,3.0,227.0,212.0,756.0,5,3,0,4,916,144,0,1060,1.0,0.0,1,0,1,1,3,6,5,1,4.0,1.0,1969.0,1.0,1.0,308.0,2.0,3.0,3,0,65,0,0,150,0,0.0,0,8,2007,10,136500,11.824079893607152,17.05854142558194,5.135132651376775
2344,527302080,50,3,0.0,13837,0,3,4,4,4,1,9,7,7,1,1.5,7,5,1988,1988,2,8,11,11,3.0,178.0,4,4,4,4.0,4.0,1.0,6.0,1002.0,2.0,202.0,0.0,1204.0,5,4,1,5,1377,806,0,2183,0.0,0.0,2,1,4,1,4,9,8,0,0.0,5.0,1988.0,1.0,3.0,786.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0,2,2006,10,229000,12.341477282536376,17.80498807275903,5.359835482339888
248,906223090,60,3,80.0,9938,0,4,4,4,5,1,5,7,7,1,2.0,7,5,1993,1994,2,8,9,9,3.0,246.0,4,3,4,4.0,3.0,1.0,6.0,750.0,1.0,0.0,300.0,1050.0,5,5,1,5,1062,887,0,1949,1.0,0.0,2,1,3,1,4,8,8,1,3.0,5.0,1993.0,3.0,2.0,574.0,3.0,3.0,3,156,90,0,0,0,0,4.0,0,6,2010,10,236000,12.371587084007746,17.848427334023928,5.372912002970106
2276,921128030,20,3,85.0,12633,0,3,2,4,5,1,2,3,3,1,1.0,10,5,2006,2007,4,8,9,9,3.0,242.0,5,3,4,5.0,3.0,4.0,1.0,0.0,1.0,0.0,1824.0,1824.0,5,5,1,5,1824,0,0,1824,0.0,0.0,2,0,3,1,5,8,8,1,4.0,5.0,2006.0,3.0,3.0,932.0,3.0,3.0,3,160,36,0,0,108,0,0.0,0,9,2007,7,392000,12.8790171187726,18.580494128777296,5.593286067020458
755,903451090,70,2,57.0,6876,0,4,4,4,5,1,17,7,7,1,2.0,6,5,1927,1950,2,8,7,7,0.0,0.0,3,3,5,3.0,2.0,1.0,4.0,522.0,1.0,0.0,198.0,720.0,5,2,1,5,1146,784,0,1930,1.0,0.0,2,0,4,1,3,8,8,0,0.0,5.0,1927.0,1.0,1.0,316.0,3.0,3.0,3,0,0,213,0,0,0,3.0,0,8,2009,10,149000,11.911701584927597,17.184952805124247,5.173186268412274
1178,533236090,160,1,36.0,3951,0,3,4,4,5,1,4,7,7,5,2.0,10,5,1998,1999,2,8,14,9,0.0,0.0,5,3,4,4.0,3.0,2.0,4.0,128.0,6.0,842.0,0.0,970.0,5,5,1,5,1469,924,0,2393,1.0,0.0,2,1,2,1,5,7,8,1,3.0,5.0,1998.0,3.0,2.0,846.0,3.0,3.0,3,0,90,0,0,94,0,0.0,0,2,2008,10,345000,12.751299696013497,18.396236836327617,5.537819095073274
2636,902100110,70,2,62.0,9856,0,4,4,4,4,1,8,7,7,1,2.0,5,8,1900,2005,4,8,12,12,0.0,0.0,4,4,4,2.0,3.0,1.0,1.0,0.0,1.0,0.0,716.0,716.0,5,5,1,4,1007,1007,0,2014,0.0,0.0,2,0,5,1,3,8,8,0,0.0,1.0,1900.0,1.0,2.0,624.0,3.0,3.0,3,0,72,167,0,0,0,0.0,0,6,2006,10,169000,12.037653993905211,17.36666372094427,5.227886704613674
2077,905377050,20,3,84.0,17808,0,4,4,4,5,1,21,8,7,1,1.0,4,5,1946,1950,2,8,2,2,0.0,0.0,3,3,5,3.0,3.0,1.0,1.0,0.0,1.0,0.0,484.0,484.0,5,3,0,5,1242,0,0,1242,0.0,0.0,1,0,2,1,3,4,5,0,0.0,5.0,1946.0,1.0,1.0,336.0,3.0,3.0,1,0,0,0,0,0,0,0.0,0,7,2007,10,109900,11.607326140391713,16.745831860723957,5.040997692423491
2930,924151050,60,3,74.0,9627,0,4,4,4,5,2,14,7,7,1,2.0,7,5,1993,1994,2,8,11,11,3.0,94.0,3,3,4,4.0,3.0,3.0,2.0,758.0,1.0,0.0,238.0,996.0,5,5,1,5,996,1004,0,2000,0.0,0.0,2,1,3,1,3,9,8,1,3.0,5.0,1993.0,3.0,3.0,650.0,3.0,3.0,3,190,48,0,0,0,0,0.0,0,11,2006,10,188000,12.144197241812087,17.520373136339725,5.27415784926368
737,903227090,50,2,50.0,6000,0,4,4,4,5,1,25,7,7,1,1.5,6,6,1939,1950,2,8,9,9,0.0,0.0,3,2,5,3.0,3.0,1.0,1.0,0.0,1.0,0.0,780.0,780.0,5,5,1,3,825,587,0,1412,0.0,0.0,1,0,4,1,3,6,8,1,4.0,1.0,1939.0,1.0,1.0,280.0,3.0,3.0,3,45,0,0,0,0,0,0.0,0,5,2009,10,132500,11.794337924408413,17.015632834112647,5.122215878272827
837,907126050,20,3,65.0,9757,0,4,1,4,5,2,23,7,7,1,1.0,5,7,1994,1994,2,8,3,3,0.0,0.0,3,4,4,3.0,3.0,1.0,5.0,755.0,1.0,0.0,235.0,990.0,5,5,1,5,990,0,0,990,1.0,0.0,1,0,3,1,3,5,8,0,0.0,5.0,1995.0,2.0,1.0,440.0,3.0,3.0,3,66,0,0,0,92,0,0.0,0,10,2009,10,143000,11.870599909242044,17.125655621440476,5.155336037465061
2086,905478140,20,3,58.0,9280,0,4,4,4,5,1,21,7,7,1,1.0,5,6,1951,1951,2,8,2,2,0.0,0.0,3,3,5,2.0,3.0,1.0,5.0,557.0,1.0,0.0,785.0,1342.0,5,5,1,5,1342,0,0,1342,1.0,0.0,1,0,4,1,3,7,8,0,0.0,1.0,1951.0,1.0,1.0,256.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0,4,2007,10,125000,11.736069016284437,16.931568569324174,5.096910013008056
2385,528114010,20,3,120.0,14780,0,3,2,4,4,2,10,7,7,1,1.0,9,5,2005,2005,4,8,3,3,3.0,568.0,5,3,4,5.0,3.0,4.0,6.0,1505.0,1.0,0.0,363.0,1868.0,5,5,1,5,1868,0,0,1868,1.0,0.0,2,0,2,1,5,7,8,1,4.0,5.0,2005.0,3.0,3.0,1085.0,3.0,3.0,3,354,56,0,0,156,0,0.0,0,6,2006,10,415000,12.936033799212835,18.662751810896374,5.6180480967120925
189,902402130,70,2,60.0,7740,0,4,4,4,5,1,8,7,7,1,2.0,4,7,1910,1950,2,8,3,3,0.0,0.0,3,3,5,2.0,3.0,1.0,1.0,0.0,1.0,0.0,622.0,622.0,5,4,1,5,741,622,0,1363,0.0,0.0,1,0,3,1,3,6,8,0,0.0,1.0,1966.0,1.0,2.0,528.0,3.0,3.0,3,0,0,0,0,168,0,0.0,0,6,2010,10,125500,11.740061037553975,16.93732783861286,5.098643725817057
635,535175030,20,3,80.0,9600,0,4,4,4,5,1,9,8,7,1,1.0,6,6,1958,1988,4,8,2,2,4.0,183.0,3,3,5,3.0,3.0,1.0,3.0,620.0,2.0,620.0,0.0,1240.0,5,4,1,5,1632,0,0,1632,1.0,0.0,2,0,3,1,3,6,7,1,4.0,5.0,1958.0,2.0,1.0,338.0,3.0,3.0,3,289,0,0,0,0,0,3.0,0,4,2009,10,139000,11.842229212112828,17.084725357385594,5.143014800254095
432,528110010,60,3,97.0,13478,0,3,4,4,4,1,10,7,7,1,2.0,10,5,2008,2008,2,8,12,12,1.0,420.0,5,3,4,5.0,3.0,4.0,6.0,1338.0,1.0,0.0,384.0,1722.0,5,5,1,5,1728,568,0,2296,1.0,0.0,2,1,3,1,5,10,8,1,4.0,3.0,2008.0,2.0,3.0,842.0,3.0,3.0,3,382,274,0,0,0,0,0.0,0,6,2009,3,451950,13.021326833226556,18.785803648090344,5.655090390729038
900,908275040,90,3,65.0,10926,0,4,4,4,5,1,21,7,7,3,1.0,5,5,1959,1959,4,8,3,3,3.0,74.0,3,3,5,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1678.0,1678.0,5,3,1,5,1678,0,0,1678,0.0,0.0,2,0,6,2,3,10,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0.0,0,8,2009,10,119900,11.694413341015606,16.87147213318895,5.078819183098848
966,916455070,20,3,0.0,6853,0,3,4,4,5,1,2,7,7,1,1.0,8,5,2001,2002,2,8,3,3,3.0,136.0,4,3,4,5.0,3.0,1.0,6.0,1005.0,1.0,0.0,262.0,1267.0,5,5,1,5,1296,0,0,1296,1.0,0.0,2,0,2,1,4,6,8,0,0.0,5.0,2001.0,3.0,2.0,471.0,3.0,3.0,3,192,25,0,0,0,0,0.0,0,6,2009,10,220000,12.301382825334498,17.747143998186747,5.342422680822207
1612,526352080,20,3,85.0,10667,0,4,4,4,5,1,9,7,7,1,1.0,6,6,1971,1971,2,8,9,9,3.0,302.0,3,3,5,3.0,3.0,1.0,4.0,838.0,1.0,0.0,749.0,1587.0,5,3,1,5,1587,0,0,1587,0.0,0.0,2,0,3,1,3,7,8,1,4.0,5.0,1971.0,1.0,2.0,525.0,3.0,3.0,3,0,44,0,0,0,0,0.0,0,3,2007,10,167300,12.027543886974914,17.352077919813077,5.223495940962395
904,909101100,50,3,45.0,8212,0,4,4,4,5,1,21,7,7,1,1.5,5,6,1941,1950,2,8,2,2,0.0,0.0,3,3,5,3.0,3.0,1.0,3.0,626.0,1.0,0.0,94.0,720.0,5,5,1,5,854,444,0,1298,0.0,0.0,1,0,3,1,3,6,8,2,4.0,1.0,1940.0,1.0,1.0,256.0,3.0,3.0,3,84,0,0,0,0,0,0.0,0,9,2009,10,122000,11.711776323715394,16.896521622224974,5.086359830674748
2487,532351090,90,2,70.0,9100,0,4,4,4,5,1,6,1,7,3,1.0,5,5,1963,1963,2,8,11,11,3.0,336.0,3,3,5,3.0,3.0,1.0,3.0,1332.0,1.0,0.0,396.0,1728.0,5,3,1,5,1728,0,0,1728,1.0,0.0,2,0,6,2,3,10,8,0,0.0,1.0,1963.0,1.0,2.0,504.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0,11,2006,3,125000,11.736069016284437,16.931568569324174,5.096910013008056
1304,902205090,20,2,50.0,6000,0,4,4,4,5,1,8,7,7,1,1.0,5,6,1957,1957,4,8,14,14,0.0,0.0,3,3,5,3.0,3.0,1.0,3.0,308.0,1.0,0.0,620.0,928.0,5,4,1,4,928,0,0,928,0.0,0.0,1,0,3,1,3,5,8,0,0.0,5.0,1957.0,3.0,1.0,288.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0,6,2008,10,112500,11.630708500626612,16.779565475879124,5.051152522447381
2112,906394020,60,3,78.0,9316,0,4,4,4,5,1,23,7,7,1,2.0,7,5,2005,2006,2,8,3,3,0.0,0.0,4,3,4,4.0,3.0,4.0,1.0,0.0,1.0,0.0,879.0,879.0,5,5,1,5,879,916,0,1795,0.0,0.0,2,1,3,1,4,7,8,0,0.0,5.0,2005.0,2.0,2.0,578.0,3.0,3.0,3,164,111,0,0,0,0,0.0,0,10,2007,10,191000,12.160028707028767,17.543213112697835,5.281033367247727
1244,535180100,20,3,75.0,9464,0,4,4,4,4,1,9,7,7,1,1.0,6,7,1958,1958,4,8,9,9,3.0,135.0,3,4,5,3.0,3.0,1.0,4.0,570.0,1.0,0.0,510.0,1080.0,5,4,1,5,1080,0,0,1080,0.0,0.0,1,0,3,1,3,5,8,0,0.0,5.0,1958.0,1.0,1.0,288.0,3.0,3.0,3,0,0,0,0,130,0,0.0,0,6,2008,10,136000,11.820410164718188,17.053247125912428,5.133538908370218
843,907175100,60,3,80.0,10400,0,4,4,4,4,1,23,7,7,1,2.0,7,5,1998,1998,2,8,3,3,0.0,0.0,3,3,4,4.0,3.0,3.0,1.0,0.0,1.0,0.0,866.0,866.0,5,5,1,5,866,913,0,1779,0.0,0.0,2,1,3,1,4,6,8,0,0.0,5.0,1998.0,2.0,2.0,546.0,3.0,3.0,3,198,36,0,0,0,0,0.0,0,3,2009,10,197900,12.195517131590657,17.59441208682224,5.296445794206396
2689,903430090,50,2,59.0,5310,0,4,4,4,4,1,8,8,7,1,1.5,6,8,1910,2003,4,8,3,3,0.0,0.0,3,4,5,3.0,2.0,1.0,1.0,0.0,1.0,0.0,485.0,485.0,5,4,1,5,1001,634,0,1635,0.0,0.0,1,0,2,1,4,5,8,0,0.0,5.0,1950.0,1.0,1.0,255.0,2.0,3.0,3,394,0,0,0,0,0,0.0,0,6,2006,10,117000,11.669929213779893,16.83614900424549,5.068185861746161
